"","DATA_INDEX","CHROMOSOME","DATA_START","DATA_END","Peaks","FEATURE_TRACK","FEATURE_STRAND","FEATURE_START","FEATURE_END","SHORTEST_DISTANCE_FROM_FEATURE_TO_DATA_POINT","CENTER_TO_CENTER_DISTANCE_FROM_FEATURE_TO_DATA_POINT","ncbi_gene_id","Name","Region","color","OTHER","description","accession","synonyms"
"26592",10062,"chr16",57698480,57698827,2.71,"transcription_start_site","+",57702156,57702156,-3329,-3500,222487,"GPR97","chr16:57702156-57702156",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:57702156-57702156&pix=800&Submit=submit,PGR26","G protein-coupled receptor 97","NM_170776","PB99"
"34511",13015,"chr21",45549393,45550164,2.6022,"transcription_start_site","+",45553493,45553493,-3329,-3716,8209,"C21orf33","chr21:45553493-45553493",9900,"HES1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr21:45553493-45553493&pix=800&Submit=submit,KNP-I,KNPI,GT335,ES1,KNPH","chromosome 21 open reading frame 33","NM_004649","D21S2048E"
"24385",9242,"chr15",25332866,25333601,3.3637,"transcription_start_site","+",25336931,25336931,-3330,-3700,100033434,"SNORD116-23","chr15:25336931-25336931",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:25336931-25336931&pix=800&Submit=submit","small nucleolar RNA, C/D box 116-23","NR_003337","HBII-85-23"
"2001",749,"chr1",150476399,150477150,4.1209,"transcription_start_site","+",150480486,150480486,-3336,-3712,1893,"ECM1","chr1:150480486-150480486",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:150480486-150480486&pix=800&Submit=submit","extracellular matrix protein 1","NM_022664","-"
"29633",11154,"chr17",79629660,79630423,3.7741,"transcription_start_site","+",79633760,79633760,-3337,-3712,339230,"CCDC137","chr17:79633760-79633760",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:79633760-79633760&pix=800&Submit=submit","coiled-coil domain containing 137","NM_199287","MGC16597"
"2584",954,"chr1",179556216,179557683,3.928,"transcription_start_site","+",179561024,179561024,-3341,-4064,163589,"TDRD5","chr1:179561024-179561024",9900,"RP11-427G13.1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:179561024-179561024&pix=800&Submit=submit,TUDOR3,MGC163404","tudor domain containing 5","NM_173533","FLJ34823"
"1217",472,"chr1",52866508,52866871,2.9571,"transcription_start_site","+",52870218,52870218,-3347,-3528,84950,"PRPF38A","chr1:52870218-52870218",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:52870218-52870218&pix=800&Submit=submit,RP5-965L7.1,MGC3320","PRP38 pre-mRNA processing factor 38 (yeast) domain containing A","NM_032864","FLJ14936"
"24284",9213,"chr14",105535101,105535652,3.2496,"transcription_start_site","-",105531754,105531754,-3347,-3624,29933,"GPR132","chr14:105531754-105531754",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:105531754-105531754&pix=800&Submit=submit,MGC99642","G protein-coupled receptor 132","NM_013345","G2A"
"24549",9300,"chr15",40548458,40549487,2.5051,"transcription_start_site","-",40545110,40545110,-3348,-3860,644809,"C15orf56","chr15:40545110-40545110",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:40545110-40545110&pix=800&Submit=submit","chromosome 15 open reading frame 56","NM_001039905","FLJ38596"
"33937",12770,"chr20",57590417,57590960,2.9504,"transcription_start_site","+",57594308,57594308,-3348,-3620,81027,"TUBB1","chr20:57594308-57594308",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:57594308-57594308&pix=800&Submit=submit","tubulin, beta 1","NM_030773","dJ543J19.4"
"19756",7563,"chr11",72521464,72522002,2.4964,"transcription_start_site","+",72525352,72525352,-3350,-3624,89849,"ATG16L2","chr11:72525352-72525352",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:72525352-72525352&pix=800&Submit=submit,WDR80","ATG16 autophagy related 16-like 2 (S. cerevisiae)","BC137489","FLJ00012"
"34053",12823,"chr20",62342597,62342942,3.5192,"transcription_start_site","-",62339245,62339245,-3352,-3524,10139,"ARFRP1","chr20:62339245-62339245",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:62339245-62339245&pix=800&Submit=submit,Arp1,ARP","ADP-ribosylation factor related protein 1","BC092480","ARL18"
"2536",935,"chr1",172624173,172624830,2.8426,"transcription_start_site","+",172628184,172628184,-3354,-3680,356,"FASLG","chr1:172628184-172628184",9900,"TNFSF6,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:172628184-172628184&pix=800&Submit=submit,CD178,FASL,CD95L","Fas ligand (TNF superfamily, member 6)","NM_000639","APT1LG1"
"1278",493,"chr1",55009092,55010545,3.3302,"transcription_start_site","+",55013900,55013900,-3355,-4084,26027,"ACOT11","chr1:55013900-55013900",9900,"THEM1,THEA,KIAA0707,BFIT2,BFIT1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:55013900-55013900&pix=800&Submit=submit,STARD14","acyl-CoA thioesterase 11","NM_147161","BFIT"
"1339",521,"chr1",65609431,65609876,3.3753,"transcription_start_site","+",65613231,65613231,-3355,-3576,205,"AK3L1","chr1:65613231-65613231",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr1:65613231-65613231&pix=800&Submit=submit,MGC166959,AK4","adenylate kinase 3-like 1","NM_203464","AK3"
"29963",11289,"chr18",18818377,18818841,2.3932,"transcription_start_site","+",18822202,18822202,-3361,-3594,80000,"GREB1L","chr18:18822202-18822202",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr18:18822202-18822202&pix=800&Submit=submit,KIAA1772","growth regulation by estrogen in breast cancer-like","NM_001142966","C18orf6"
"33788",12718,"chr20",49344476,49344719,2.7155,"transcription_start_site","+",49348080,49348080,-3361,-3480,84612,"PARD6B","chr20:49348080-49348080",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:49348080-49348080&pix=800&Submit=submit","par-6 partitioning defective 6 homolog beta (C. elegans)","NM_032521","PAR6B"
"25837",9764,"chr16",3354226,3354966,3.126,"transcription_start_site","+",3358331,3358331,-3365,-3735,100128510,"LOC100128510","chr16:3358331-3358331",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:3358331-3358331&pix=800&Submit=submit","hypothetical protein LOC100128510","BC051366","-"
"32986",12400,"chr19",58342195,58342628,2.8407,"transcription_start_site","-",58338830,58338830,-3365,-3580,2282,"FKBP1P1","chr19:58338830-58338830",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:58338830-58338830&pix=800&Submit=submit,FKBP1P1","FK506 binding protein 1A, 12kDa pseudogene 1","NR_024162","FKBP12"
"18948",7285,"chr11",47998364,47998743,2.2595,"transcription_start_site","+",48002109,48002109,-3366,-3556,5795,"PTPRJ","chr11:48002109-48002109",9900,"SCC1,HPTPeta,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:48002109-48002109&pix=800&Submit=submit,R-PTP-ETA,DEP1","protein tyrosine phosphatase, receptor type, J","NM_002843","CD148"
"22113",8405,"chr12",114847255,114847704,3.2139,"transcription_start_site","-",114843889,114843889,-3366,-3592,6910,"TBX5","chr12:114843889-114843889",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:114843889-114843889&pix=800&Submit=submit","T-box 5","NM_181486","HOS"
"17809",6857,"chr10",102787471,102787625,2.3338,"transcription_start_site","+",102790995,102790995,-3370,-3440,81855,"SFXN3","chr10:102790995-102790995",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:102790995-102790995&pix=800&Submit=submit,SFX3","sideroflexin 3","NM_030971","BA108L7.2"
"36005",13557,"chrX",43510151,43510787,2.4017,"transcription_start_site","+",43514157,43514157,-3370,-3684,4128,"MAOA","chrX:43514157-43514157",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chrX:43514157-43514157&pix=800&Submit=submit","monoamine oxidase A","BC044787","-"
"18879",7259,"chr11",46363176,46363615,2.8579,"transcription_start_site","+",46366986,46366986,-3371,-3588,8525,"DGKZ","chr11:46366986-46366986",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:46366986-46366986&pix=800&Submit=submit,hDGKzeta,DGK-ZETA,DAGK6","diacylglycerol kinase, zeta 104kDa","NM_201533","DAGK5"
"14100",5373,"chr7",148888675,148889204,3.3294,"transcription_start_site","+",148892576,148892576,-3372,-3648,8427,"ZNF282","chr7:148892576-148892576",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:148892576-148892576&pix=800&Submit=submit","zinc finger protein 282","NM_003575","HUB1"
"25118",9516,"chr15",75921449,75921878,3.1841,"transcription_start_site","-",75918077,75918077,-3372,-3584,10073,"SNUPN","chr15:75918077-75918077",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:75918077-75918077&pix=800&Submit=submit,RNUT1,Snurportin1","snurportin 1","BC004203","KPNBL"
"3356",1265,"chr2",10277805,10278134,2.5367,"transcription_start_site","+",10281508,10281508,-3374,-3538,348738,"C2orf48","chr2:10281508-10281508",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr2:10281508-10281508&pix=800&Submit=submit","chromosome 2 open reading frame 48","NM_182626","FLJ25102"
"22181",8427,"chr12",121159070,121160195,4.0813,"transcription_start_site","+",121163570,121163570,-3375,-3936,35,"ACADS","chr12:121163570-121163570",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr12:121163570-121163570&pix=800&Submit=submit,SCAD","acyl-Coenzyme A dehydrogenase, C-2 to C-3 short chain","NM_000017","ACAD3"
"29759",11192,"chr17",80609786,80610235,3.0959,"transcription_start_site","-",80606411,80606411,-3375,-3600,56270,"WDR45L","chr17:80606411-80606411",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:80606411-80606411&pix=800&Submit=submit,WIPI3","WDR45-like","NM_019613","WIPI-3"
"33029",12416,"chr19",59026700,59027147,3.0392,"transcription_start_site","-",59023325,59023325,-3375,-3600,10998,"SLC27A5","chr19:59023325-59023325",9900,"VLACSR,FATP5,FACVL3,VLCS-H2,FLJ22987,VLCSH2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:59023325-59023325&pix=800&Submit=submit,ACSVL6","solute carrier family 27 (fatty acid transporter), member 5","BC148807","ACSB"
"33150",12460,"chr20",3068727,3069388,3.4854,"transcription_start_site","-",3065347,3065347,-3380,-3710,551,"AVP","chr20:3065347-3065347",9900,"AVP-NPII,AVRP,VP,ARVP,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:3065347-3065347&pix=800&Submit=submit","arginine vasopressin","BC126196","ADH"
"35615",13413,"chr22",51004708,51005359,3.151,"transcription_start_site","-",51001328,51001328,-3380,-3704,644186,"C22orf41","chr22:51001328-51001328",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr22:51001328-51001328&pix=800&Submit=submit","chromosome 22 open reading frame 41","NM_001123225","THEG2"
"23584",8958,"chr14",55490017,55490461,2.554,"transcription_start_site","+",55493843,55493843,-3382,-3604,122809,"SOCS4","chr14:55493843-55493843",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr14:55493843-55493843&pix=800&Submit=submit,SOCS7","suppressor of cytokine signaling 4","NM_080867","DKFZp686J1568"
"25990",9819,"chr16",10833972,10834315,2.9374,"transcription_start_site","+",10837697,10837697,-3382,-3553,4682,"NUBP1","chr16:10837697-10837697",9900,"NBP1,NBP,MGC130053,MGC130052,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr16:10837697-10837697&pix=800&Submit=submit","nucleotide binding protein 1 (MinD homolog, E. coli)","NM_002484","MGC117406"
"24335",9235,"chr15",25307366,25312194,3.5449,"transcription_start_site","+",25315577,25315577,-3383,-5796,100033420,"SNORD116-8","chr15:25315577-25315577",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr15:25315577-25315577&pix=800&Submit=submit","small nucleolar RNA, C/D box 116-8","NR_003323","HBII-85-8"
"7038",2668,"chr3",138062993,138063236,2.7047,"transcription_start_site","+",138066624,138066624,-3388,-3520,22808,"MRAS","chr3:138066624-138066624",9900,"RRAS3,R-RAS3,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr3:138066624-138066624&pix=800&Submit=submit,M-RAs","muscle RAS oncogene homolog","NM_012219","FLJ42964"
"18748",7207,"chr11",30037619,30038193,3.6686,"transcription_start_site","-",30034230,30034230,-3389,-3676,3739,"KCNA4","chr11:30034230-30034230",9900,"KV1.4,KCNA4L,HPCN2,HUKII,HK1,PCN2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:30034230-30034230&pix=800&Submit=submit,KCNA8","potassium voltage-gated channel, shaker-related subfamily, member 4","BC166685","HBK4"
"18301",7043,"chr11",806112,806545,3.3752,"transcription_start_site","+",809935,809935,-3390,-3606,6181,"RPLP2","chr11:809935-809935",9900,"MGC71408,RPP2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:809935-809935&pix=800&Submit=submit,P2","ribosomal protein, large, P2","NM_001004","D11S2243E"
"20331",7767,"chr11",124540187,124540346,2.6213,"transcription_start_site","+",124543739,124543739,-3393,-3472,53340,"SPA17","chr11:124543739-124543739",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:124543739-124543739&pix=800&Submit=submit,SP17,SP17-1","sperm autoantigenic protein 17","NM_017425","CT22"
"31142",11748,"chr19",16239490,16241441,2.9545,"transcription_start_site","+",16244837,16244837,-3396,-4371,84941,"HSH2D","chr19:16244837-16244837",9900,"FLJ14886,HSH2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:16244837-16244837&pix=800&Submit=submit","hematopoietic SH2 domain containing","NM_032855","ALX"
"12196",4642,"chr6",158592666,158593336,3.1344,"transcription_start_site","-",158589269,158589269,-3397,-3744,84947,"SERAC1","chr6:158589269-158589269",9900,"FLJ30544,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:158589269-158589269&pix=800&Submit=submit","serine active site containing 1","BC001705","FLJ14917"
"13209",5036,"chr7",73187975,73188770,2.7859,"transcription_start_site","-",73184576,73184576,-3399,-3792,1365,"CLDN3","chr7:73184576-73184576",9900,"CPETR2,RVP1,CPE-R2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:73184576-73184576&pix=800&Submit=submit,HRVP1","claudin 3","BC016056","C7orf1"
"17965",6923,"chr10",120785652,120785825,2.3466,"transcription_start_site","+",120789227,120789227,-3402,-3488,340719,"NANOS1","chr10:120789227-120789227",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr10:120789227-120789227&pix=800&Submit=submit","nanos homolog 1 (Drosophila)","NM_199461","NOS1"
"12595",4791,"chr7",910426,912785,3.1954,"transcription_start_site","+",916190,916190,-3405,-4584,51608,"C7orf20","chr7:916190-916190",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:916190-916190&pix=800&Submit=submit,CGI-20","chromosome 7 open reading frame 20","NM_015949","CEE"
"18868",7254,"chr11",45830570,45831197,4.4062,"transcription_start_site","+",45834605,45834605,-3408,-3724,1408,"CRY2","chr11:45834605-45834605",9900,"PHLL2,HCRY2,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:45834605-45834605&pix=800&Submit=submit,KIAA0658","cryptochrome 2 (photolyase-like)","BC035161","FLJ10332"
"31922",12021,"chr19",43888986,43889350,2.4188,"transcription_start_site","+",43892762,43892762,-3412,-3592,83639,"TEX101","chr19:43892762-43892762",9900,"SGRG,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr19:43892762-43892762&pix=800&Submit=submit,TES101RP,NYD-SP8,PRO1884,MGC4766","testis expressed 101","NM_031451","GTPR867"
"34006",12800,"chr20",61472799,61473061,2.488,"transcription_start_site","+",61476475,61476475,-3414,-3548,100132911,"DPH3B","chr20:61476475-61476475",9900,"dJ885L7.5,ZCSL1,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr20:61476475-61476475&pix=800&Submit=submit","DPH3B, KTI11 homolog B (S. cerevisiae)","NM_080750","C20orf143"
"19474",7459,"chr11",65821962,65822107,2.2866,"transcription_start_site","+",65825524,65825524,-3417,-3492,10992,"SF3B2","chr11:65825524-65825524",9900,"SF3B145,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:65825524-65825524&pix=800&Submit=submit,SF3b150,SF3b1","splicing factor 3b, subunit 2, 145kDa","BC007610","SAP145"
"11644",4409,"chr6",73938593,73939147,2.5825,"transcription_start_site","-",73935175,73935175,-3418,-3688,100129128,"KHDC1L","chr6:73935175-73935175",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr6:73935175-73935175&pix=800&Submit=submit","KH homology domain containing 1-like","NM_001126063","-"
"29084",10943,"chr17",57693293,57693630,3.0718,"transcription_start_site","+",57697049,57697049,-3419,-3584,1213,"CLTC","chr17:57697049-57697049",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr17:57697049-57697049&pix=800&Submit=submit,KIAA0034,CLH-17,Hc,CHC17,CLTCL2","clathrin, heavy chain (Hc)","NM_004859","CHC"
"13136",5014,"chr7",72345797,72346515,2.6581,"transcription_start_site","+",72349935,72349935,-3420,-3776,9883,"POM121","chr7:72349935-72349935",9900,"FLJ41820,POM121A,MGC3792,KIAA0618,DKFZp586P2220,http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr7:72349935-72349935&pix=800&Submit=submit","POM121 membrane glycoprotein (rat)","NM_172020","DKFZp586G1822"
"18351",7061,"chr11",2295240,2298167,3.2786,"transcription_start_site","-",2291818,2291818,-3422,-4885,430,"ASCL2","chr11:2291818-2291818",9900,"http://genome.ucsc.edu/cgi-bin/hgTracks?hgsid=149178979&clade=mammal&org=Human&db=hg19&position=chr11:2291818-2291818&pix=800&Submit=submit,bHLHa45,MASH2,HASH2","achaete-scute complex homolog 2 (Drosophila)","BC057801","ASH2"
